id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne
156,1,Listeria innocua,Listeria innocua,Listeria innocua,Listeria innocua,3.0
235,1,α-Tomatin,α-Tomatine,Tomatina,tomatine,1.0
227,1,Erythrit,Érythritol,Eritritolo,Erythritol,1.0
297,1,Gluten,gluten,glutine,gluten,1.0
225,1,Barium,Baryum,Bario,Barium,1.0
313,1,"2,4-Dichlorphenoxyessigsäure","Acide 2,4-dichlorophénoxyacétique","Acido 2,4-diclorofenossiacetico","2,4-dichlorophenoxyacetic acid",1.0
318,1,Diethylhexylphthalat (DEHP),phtalate de di-2-éthylhexyle (DEHP),Di-2-etilesilftalato (DEHP),diethylhexyl phthalate (DEHP),2.0
240,1,Lithium,Lithium,Litio,Lithium,2.0
233,1,Glutaminsäure,Acide glutamique,Acido glutammico,Glutamic acid,1.0
43,1,Titandioxid (TiO2),Titandioxide (TiO2),Titandioxide (TiO2),Titandioxid (TiO2),
237,1,Quaternäre Ammoniumverbindungen,Composées quaternaires d'ammonium,-,quaternary ammonium compounds,0.0
224,1,Perchlorat,Perchlorate,Perclorato,perchlorate,2.0
207,1,Decansäure,Acide décanoïque,acido decanoico,decanoic acid,1.0
311,1,Ätherische Öle,Huile essentielle,Olio essenziale,essential oil,0.0
324,1,Polychlorierte Dibenzodioxine und Dibenzofurane (PCDD/PCDF),Polychlorodibenzo-p-dioxine (PCDD/PCDF),policloro-dibenzo-p-diossine (PCDD/PCDF),Polychlorinated dibenzodioxins (PCDD/PCDF),
1,1,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,2.0
307,1,Natriumphosphat,Phosphate de sodium,Fosfato di sodio,Trisodium phosphate,2.0
301,1,Metalle der Seltenen Erden (REE),Terre rare (REE),Terre rare (REE),rare earth elements (REE),2.0
118,1,Aspergillus,Aspergillus,Aspergillus,Aspergillus,2.0
58,1,Melatonin,Mélatonine,Melatonina,Melatonin,1.0
241,1,Alternariol,alternariol,alternariolo,alternariol,1.0
222,1,GenX,GenX,GenX,GenX,2.0
219,1,Acesulfam-K,Acésulfame K,Acesulfame K,Acesulfame K,1.0
220,1,Tricyclazol,Tricyclazole,Tricyclazole,Tricyclazole,2.0
217,1,"2,6-diisopropylnaphthalene (DIPN)","2,6-diisopropylnaphtalène (DIPN)","2,6-diisopropilnaftalene (DIPN)","2,6-diisopropylnaphthalene (DIPN)",1.0
216,1,Bis(2-ethylhexyl) phthalate (DEHP),Phtalate de bis(2-éthylhexyle) (DEHP),Di-2-etilesilftalato (DEHP),Bis(2-ethylhexyl) phthalate (DEHP),1.0
215,1,Diisobutylphthalate (DIBP),Phtalate de diisobutyle (DIBP),Diisobutilftalato (DIBP),Diisobutyl phthalate (DIBP),1.0
214,1,Dibutylphthalate (DBP),Phtalate de dibutyle (DBP),Dibutilftalato (DBP),Dibutyl phthalate (DBP),1.0
212,1,Kainsäure,Acide kaïnique,Acido kainico,Kainic acid,1.0
249,1,Nickel,Nickel,Nichel,Nickel,1.0
211,1,Bacillus subtilis,Bacillus subtilis,Bacillus subtilis,Bacillus subtilis,1.0
210,1,Jod,Iode,Iodo,Iodine,1.0
288,1,T-2,T-2,T-2,T-2,2.0
199,1,Benzothiazol (BTZ),Benzothiazole (BTZ),Benzothiazolo (BTZ),Benzothiazole (BTZ),3.0
144,1,Salmonella Newport,Salmonella Newport,Salmonella Newport,Salmonella Newport,1.0
124,1,Melamin,Mélamine,Melammina,Melamine,1.0
108,1,Trimethylaminoxid,Oxyde de triméthylamine,Trimetilammina-N-ossido,Trimethylamine N-oxide,3.0
113,1,Alkenylbenzole,Alkenylbenzènes,Alchilbenzeni,Alkenylbenzene,2.0
191,1,Solanum sp,Solanum sp,Solanum sp,Solanum sp,2.0
252,1,Morcheln,morilles,spugnola,morel mushroom,1.0
275,1,Cyazofamid,Cyazofamid,Cyazofamid,Cyazofamid,1.0
46,1,Ciguatera,Ciguatera,Ciguatera,Ciguatera,2.0
282,1,Ketoprofen,Kétoprofène,Ketoprofene,Ketoprofen,1.0
55,1,6-PPD-Chinon,6-PPD-Chinon,6-PPD-Chinon,6-PPD-Chinon,3.0
294,1,Benzo(a)pyren,Benzopyrène,Benzo[a]pirene,Benzo[a]pyrene,1.0
279,1,"Organische Phosphit-Antioxidantien, OPA","Phosphites organiques antioxydants, OPA","Antiossidanti organici al fosfito, OPA","Organic phosphite antioxidants, OPA",1.0
271,1,Weichmacher,Plastifiant,Plastificante,Plasticiser,1.0
272,1,Mangan,Manganèse,Manganese,Manganese,1.0
115,1,Antimon,Antimoine,Antimonio,Antimony,1.0
283,1,Borax,Borax,Borace,Borax,1.0
280,1,Ethylendichlord,dichlorure d'éthylène,cloruro di etilene,ethylene dichloride,1.0
281,1,Ethylendioxid,dioxyde d'éthylène,Ossido di etilene,ethylene dioxide,1.0
248,1,Persistente organische Schadstoffe (POP),polluants organiques persistants (POP),inquinanti organici persistenti (POP),persistent organic pollutants (POPs),1.0
299,1,Hexachlorcyclohexan,Hexachlorocyclohexane,Esaclorocicloesano,Hexachlorocyclohexane,1.0
308,1,Fumonisine,Fumonisines,Fumonisine,Fumonisins,1.0
274,1,Baikiain,Baikiain,Baikiain,Baikiain,3.0
96,1,Polystyrol (PS),Polystyrène (PS),Polistirene (PS) anche Polistirolo (PS),polystyrene (PS),3.0
310,1,Polyethylenterephthalat (PET),Polytéréphtalate d'éthylène (PET),Polietilene tereftalato (PET),Polyethylene terephthalate (PET),1.0
93,1,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,2.0
264,1,sucralose-6-acetate,sucralose-6-acétate,sucralose-6-acetato,sucralose-6-acetate,1.0
327,1,SmokEz Enviro-23 (SF-006),SmokEz Enviro-23 (SF-006),SmokEz Enviro-23 (SF-006),SmokEz Enviro-23 (SF-006),
323,1,Recycled High-Density Polyethylene (HDPE),Recycled High-Density Polyethylene (HDPE),Recycled High-Density Polyethylene (HDPE),Recycled High-Density Polyethylene (HDPE),
315,1,Ethylcarbamat (Urethan),Éthylcarbamate (Uréthane),Etilcarbammato (Uretano),Ethyl Carbamate,
321,1,Fluconazol,Fluconazole,Fluconazolo,Fluconazole,2.0
