gefahr_id,Klimawandel,Technologische Innovationen und wissenschaftliche Fortschritte,Verstädterung und urbane Landwirtschaft,Kreislaufwirtschaft,Mikrobiome und Lebensmittelsicherheit,Neue Lebensmittel und Lebensmittelproduktionssysteme,Konsumentenverhalten und Konsumtrends,Mikrobielle Evolution und Antibiotikaresistenz,Gesellschaft,Technologie,Umwelt,Wirtschaft,Politik
200,0,0,2,0,0,0,1,0,0,0,0,0,0
201,0,0,2,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,1,0,3,0,0,0,0,0
206,0,0,0,0,0,1,0,0,0,0,0,0,0
207,0,0,0,0,0,1,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,1,0,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0
218,0,0,0,0,0,0,0,1,0,0,0,0,0
220,0,0,0,0,0,1,0,0,0,0,0,0,0
221,0,0,1,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,1,0,0,0,0,0,0
225,0,1,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,1,0,0,1,0,0,0,0,0
229,0,0,0,0,0,0,1,0,0,0,0,0,0
231,0,0,0,0,0,0,0,1,0,0,0,0,0
234,0,0,0,0,0,0,1,0,0,0,0,0,0
235,0,0,0,0,0,1,0,0,0,0,0,0,0
236,0,0,0,0,0,0,1,0,0,0,0,0,0
237,0,0,0,0,0,0,0,1,0,0,0,0,0
238,1,1,0,0,0,0,0,2,0,0,0,0,0
244,0,0,0,0,0,1,0,7,0,0,0,0,0
246,0,0,0,0,0,0,1,0,1,0,0,0,1
253,0,0,0,0,0,0,0,1,0,0,0,0,0
255,0,0,0,0,0,0,0,1,0,0,0,0,0
256,0,0,0,0,0,0,0,1,0,0,0,0,0
257,0,0,0,0,0,0,0,1,0,0,0,0,0
261,0,1,0,0,0,0,0,1,0,0,0,0,0
266,1,0,0,0,0,0,0,0,0,0,0,0,0
267,1,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,2,0,0,0,0,0,0
274,0,0,0,0,0,1,0,0,0,0,0,0,0
277,1,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,1,0,0,0,0,0,0
279,0,1,0,0,0,0,0,0,0,0,0,0,0
280,0,0,1,0,0,0,0,0,0,0,0,0,0
281,0,0,1,0,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,1,0,0,0,0,0,0
284,0,2,0,1,0,0,0,0,0,0,0,0,0
285,0,0,0,1,0,0,0,0,0,0,0,0,0
287,0,0,0,0,1,0,0,1,0,0,0,0,0
290,0,0,0,0,0,0,1,0,0,0,0,0,0
291,0,0,0,0,0,0,0,1,0,0,0,0,0
294,0,1,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,2,0,0,0,0,0
298,1,1,0,0,0,0,0,1,0,1,0,0,0
299,0,1,0,0,0,0,0,0,0,0,0,0,0
300,1,0,0,0,0,0,0,1,0,0,0,0,0
301,0,0,0,0,0,0,1,0,0,0,0,0,0
302,0,0,0,0,0,0,0,1,0,0,0,0,0
305,0,0,0,0,0,1,0,0,0,0,0,0,0
306,0,0,1,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,1,0,0,0,0,0
309,0,0,0,0,0,0,1,0,0,0,0,0,0
310,0,0,0,1,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,1,0,0,0,0,0,0
313,0,0,1,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,1,0,0,0,0,0
315,0,0,0,0,0,1,0,0,0,0,0,0,0
316,0,1,0,0,0,0,1,0,1,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,1,0,0
319,0,0,0,0,0,0,0,1,0,0,0,0,0
320,0,0,0,0,0,0,0,1,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0,0,0,0,0
323,0,1,0,0,0,0,0,0,0,1,0,0,0
324,0,0,1,0,0,0,0,0,0,0,0,0,0
325,0,1,0,0,1,0,0,0,0,0,0,0,0
327,0,1,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,1,0,0,0,1,0,0,0
335,0,0,0,0,0,1,1,0,0,0,0,0,0
