gefahr_id,Climate change,Technological innovations and scientific advances,Urbanization and urban agriculture,Circular economy,Microbiomes and food safety,New foods and food production systems,Consumer behaviour and consumption trends,Microbial evolution and antibiotic resistance,Society,Technology,Ecology,Economy,Policy
281,0,0,1,0,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,1,0,0,0,0,0,0
284,0,1,0,1,0,0,0,0,0,0,0,0,0
285,0,0,0,1,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,1,0,0,0,0,0,0
291,0,0,0,0,0,0,0,1,0,0,0,0,0
294,0,1,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,1,0,0,0,0,0
298,1,1,0,0,0,0,0,1,0,1,0,0,0
299,0,1,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,1,0,0,0,0,0
301,0,0,0,0,0,0,1,0,0,0,0,0,0
302,0,0,0,0,0,0,0,1,0,0,0,0,0
305,0,0,0,0,0,1,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,1,0,0,0,0,0
309,0,0,0,0,0,0,1,0,0,0,0,0,0
310,0,0,0,1,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,1,0,0,0,0,0,0
313,0,0,1,0,0,0,0,0,0,0,0,0,0
316,0,1,0,0,0,0,1,0,1,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,1,0,0
319,0,0,0,0,0,0,0,1,0,0,0,0,0
320,0,0,0,0,0,0,0,1,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0,0,0,0,0
