id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne
112,1,Aeromonas spp.,Aeromonas spp.,Aeromonas spp.,Aeromonas spp.,1.0
305,1,Microbacterium,Microbacterium,Microbacterium,Microbacterium,2.0
286,1,Salmonella Senftenberg,Salmonella Senftenberg,Salmonella Senftenberg,Salmonella Senftenberg,1.0
231,1,Campylobacter fetus,Campylobacter fetus,Campylobacter fetus,Campylobacter fetus,2.0
25,1,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,2.0
109,1,Nanopartikeln,Nanoparticules,Nanoparticole,Nanoparticles,2.0
320,1,Citrobacter spp.,Citrobacter spp.,Citrobacter spp.,Citrobacter spp.,2.0
319,1,Proteus spp.,Proteus spp.,Proteus spp.,Proteus spp.,2.0
314,1,Sarcocystis spp.,Sarcocystis spp.,Sarcocystis spp.,Sarcocystis spp.,
278,1,Morchella sextelata,Morchella sextelata,Morchella sextelata,Morchella sextelata,2.0
3,1,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,1.0
289,1,HT-2,HT-2,HT-2,HT-2,2.0
276,1,Phytohämagglutinin,Phytohémagglutinine,Fitoemoagglutinina,Phytohaemagglutinin,1.0
189,1,Heliobacter pylori,Heliobacter pylori,Heliobacter pylori,Heliobacter pylori,3.0
140,1,Streptococcus spp.,Streptococcus spp.,Streptococcus spp.,Streptococcus spp.,3.0
176,1,Yersinia enterolitica,Yersinia enterolitica,Yersinia enterolitica,Yersinia enterolitica,1.0
239,1,enteroinvasive Escherichia coli (EIEC),Escherichia coli entéro-invasif (EIEC),Escherichia coli enteroinvasiva (EIEC),enteroinvasive Escherichia coli (EIEC),2.0
207,1,Decansäure,Acide décanoïque,acido decanoico,decanoic acid,1.0
206,1,Caprinsäure,Acide caprique,Acido caprico,Capric acid,1.0
218,1,Human circovirus 1 (HCirV-1),Human circovirus 1 (HCirV-1),Human circovirus 1 (HCirV-1),Human circovirus 1 (HCirV-1),3.0
40,1,Coxiella burnetti,Coxiella burnetti,Coxiella burnetti,Coxiella burnetti,1.0
143,1,Menschliche Arzneimittelrückstände,Résidus de produits pharmacieutiques humains,Residui di farmaci umani,Human drug residues,1.0
291,1,Milchsäurebakterien,Bactérie lactique,batteri lattici acidofili,Lactic acid bacteria,2.0
253,1,Mpox (Affenpocken),Mpox (Variole du singe),Mpox (Vaiolo delle scimmie),Mpox (Monkeypox),1.0
250,1,extended-spectrum beta-lactamase produzierenden Shigella sonnei,Shigella sonnei productrices de bêta-lactamase à spectre étendu,Shigella sonnei produttrice di beta-lattamasi a spettro esteso,extended spectrum beta-lactamase producing-Shigella sonnei,1.0
197,1,Nitrite,Nitrite,Nitrito,Nitrite,1.0
114,1,Klebsiella,Klebsiella,Klebsiella,Klebsiella,1.0
212,1,Kainsäure,Acide kaïnique,Acido kainico,Kainic acid,1.0
167,1,Quecksilber,Mercure,Mercurio,Mercury,1.0
102,1,Blei,Plomb,Piombo,Lead,1.0
210,1,Jod,Iode,Iodo,Iodine,1.0
303,1,Akkermansia,Akkermansia,Akkermansia,Akkermansia,1.0
165,1,Cadmium,Cadmium,Cadmio,Cadmium,1.0
288,1,T-2,T-2,T-2,T-2,2.0
23,1,Anisakis spp.,Anisakis spp.,Anisakis spp.,Anisakis spp.,1.0
18,1,Escherichia albertii,Escherichia albertii,Escherichia albertii,Escherichia albertii,
162,1,Toxocara spp.,Toxocara spp.,Toxocara spp.,Toxocara spp.,1.0
144,1,Salmonella Newport,Salmonella Newport,Salmonella Newport,Salmonella Newport,1.0
6,1,Staphylococcus argenteus,Staphylococcus argenteus,Staphylococcus argenteus,Staphylococcus argenteus,2.0
55,1,6-PPD-Chinon,6-PPD-Chinon,6-PPD-Chinon,6-PPD-Chinon,
190,1,Salmonella Bovismorbificans,Salmonella Bovismorbificans,Salmonella Bovismorbificans,Salmonella Bovismorbificans,1.0
209,1,Anorganische Arsen,Arsenic inorganique,Arsenico inorganica,Inorganic arsenic,1.0
136,1,Prion,Prion,Prione,Prion,1.0
150,1,Glyphosat,Glyphosate,Glifosato,Glyphosate,2.0
187,1,Arsen,Arsenic,Arsenico,Arsenic,2.0
184,1,Morganella morganii,Morganella morganii,Morganella morganii,Morganella morganii,2.0
265,1,diastatische Hefe,levure diastatique,lievito diastatico,diastatic yeast,2.0
267,1,Cyanobakterien,Cyanobacteriota,Cyanobacteria,Cyanobacteria,2.0
266,1,Legionella,Legionella,Legionella,Legionella,2.0
229,1,Streptococcus pyogenes (GAS),Streptococcus pyogenes (SGA),Streptococcus pyogenes (SGA),Streptococcus pyogenes (GAS),1.0
194,1,Bourbon-Virus (BOUV),Virus de Bourbon (BOUV),Bourbon virus (BOUV),Bourbon virus (BRBV),1.0
255,1,Chronic Wasting Disease (CWD),Maladie débilitante chronique (CWD),Malattia del deperimento cronico (CWD),Chronic Wasting Disease (CWD),2.0
183,1,Salmonella Litchfield,Salmonella Litchfield,Salmonella Litchfield,Salmonella Litchfield,2.0
304,1,Clostridien,Clostridia,Clostridia,Clostridia,1.0
76,1,colistin,colistine,colistina,Colistin,1.0
85,1,Langya henipavirus (LayV),Langya henipavirus (LayV),Langya henipavirus (LayV),Langya henipavirus (LayV),
302,1,Angiostrongylus cantonensis,Angiostrongylus cantonensis,Angiostrongylus cantonensis,Angiostrongylus cantonensis,2.0
312,1,Clostridum sporogenes/tepidum,Clostridum sporogenes/tepidum,Clostridum sporogenes/tepidum,Clostridum sporogenes/tepidum,2.0
315,1,Ethylcarbamat (Urethan),Éthylcarbamate (Uréthane),Etilcarbammato (Uretano),Ethyl Carbamate,
257,1,Helicobacter pullorum,Helicobacter pullorum,Helicobacter pullorum,Helicobacter pullorum,3.0
62,1,Tierarzneimittel,les médicaments pour animaux,farmaci per animali,animal drugs,2.0
213,1,L. welshimeri ,L. welshimeri ,L. welshimeri ,L. welshimeri ,2.0
