id,count,bezeichnung_de,mean_sterne
299,1,Hexachlorcyclohexan,1.0
300,1,Vibrio vulnificus,1.0
121,1,Hepatitis A virus,1.0
306,1,Furan,2.0
142,1,Isoflavone,1.0
250,1,extended-spectrum beta-lactamase produzierenden Shigella sonnei,1.0
236,1,Flüssigstickstoff,1.0
241,1,Alternariol,1.0
222,1,GenX,2.0
219,1,Acesulfam-K,1.0
220,1,Tricyclazol,2.0
217,1,"2,6-diisopropylnaphthalene (DIPN)",1.0
216,1,Bis(2-ethylhexyl) phthalate (DEHP),1.0
215,1,Diisobutylphthalate (DIBP),1.0
214,1,Dibutylphthalate (DBP),1.0
118,1,Aspergillus,2.0
114,1,Klebsiella,1.0
212,1,Kainsäure,1.0
210,1,Jod,1.0
288,1,T-2,2.0
199,1,Benzothiazol (BTZ),3.0
191,1,Solanum sp,2.0
312,1,Clostridum sporogenes/tepidum,2.0
76,1,colistin,1.0
245,1,Streptococcus equi,3.0
226,1,Shigella spp.,1.0
280,1,Ethylendichlord,1.0
283,1,Borax,1.0
272,1,Mangan,1.0
188,1,Thebain,1.0
271,1,Weichmacher,1.0
279,1,"Organische Phosphit-Antioxidantien, OPA",1.0
265,1,diastatische Hefe,2.0
264,1,sucralose-6-acetate,1.0
294,1,Benzo(a)pyren,1.0
55,1,6-PPD-Chinon,3.0
46,1,Ciguatera,2.0
301,1,Metalle der Seltenen Erden (REE),2.0
136,1,Prion,1.0
140,1,Streptococcus spp.,3.0
281,1,Ethylendioxid,1.0
282,1,Ketoprofen,1.0
267,1,Cyanobakterien,2.0
266,1,Legionella,2.0
122,1,Diabetes,1.0
229,1,Streptococcus pyogenes (GAS),1.0
248,1,Persistente organische Schadstoffe (POP),1.0
308,1,Fumonisine,1.0
274,1,Baikiain,3.0
190,1,Salmonella Bovismorbificans,1.0
194,1,Bourbon-Virus (BOUV),1.0
213,1,L. welshimeri ,2.0
51,1,Vitamin D,1.0
304,1,Clostridien,1.0
310,1,Polyethylenterephthalat (PET),1.0
303,1,Akkermansia,1.0
307,1,Natriumphosphat,2.0
321,1,Fluconazol,2.0
